Odia (Oriya),or,ଭାଷା ଚୟନ କରନ୍ତୁ:,ଚୟନ କରନ୍ତୁ |,ଉଇକିପିଡ଼ିଆ ପ୍ରବନ୍ଧ ତୁଳନା ଉପକରଣ |,ତୁଳନା କର,ତୁଳନାତ୍ମକ ଉପକରଣ ଚୟନ କରନ୍ତୁ:,ସମାନତା ଶତକଡା ଚୟନ କରନ୍ତୁ:,ଅନୁବାଦ କର,ସଫା,ଶବ୍ଦ ଗଣନା:,ସମାନତା ଶତକଡା:,ତ୍ରୁଟି: ଉତ୍ସ ବାକ୍ସରେ କ text ଣସି ପାଠ ନାହିଁ!,"ଅନୁବାଦ କରିବାକୁ, ଉତ୍ସକୁ ଉତ୍ସ ବାକ୍ସରେ ଆବଶ୍ୟକ ଯାହା ଦ୍ tard ାରା ଟାର୍ଗେଟ୍ ବକ୍ସରେ ଥିବା ଟେକ୍ସଟ୍ ମ୍ୟାଚ୍ ସହିତ ଅନୁବାଦ କରାଯାଇପାରେ |",ତ୍ରୁଟି: ବହୁତ ଅକ୍ଷର |,ଆପଣ ଅନୁବାଦ କରିବାକୁ ଚେଷ୍ଟା କରୁଥିବା ପାଠ୍ୟର ଲମ୍ବ 4500 ର ଅକ୍ଷର ସୀମା ଅତିକ୍ରମ କରେ |,ଉତ୍ସ,ଲକ୍ଷ୍ୟ
Oromo,om,Afaan filadhu:,Filuu,Meeshaa Walbira Qabsiisuu Barruu Wiikiipiidiyaa .,Wal bira qabuu,Meeshaa wal bira qabuu filadhu:,Walfakkeenya dhibbeentaa filadhu:,Hiikuu,Ifaa,Lakkoofsa jechootaa:,Walfakkeenya dhibbeentaa:,Dogoggora: Sanduuqa madda keessaa barruu hin qabu!,"Hiikuuf, barreeffamni sanduuqa galmee keessa jiru akka walsimsiisutti akka hiikamuu danda'uuf, sanduuqa madda keessatti barreeffamni barbaachisaadha.",Dogoggora: Arfiilee baay'ee .,Dheerinni barreeffama ati hiikuuf yaaltu daangaa arfii 4500 caala.,Madda,Xiyyeeffaanoo
Pashto,ps,ژبه غوره کړئ:,وټاکئ,د ويکيپېډيا,پرتله کول,د پرتله کولو په وسیله غوره کړئ:,د وينې سلنه وټاکئ:,ژباړه,روښانه,د لفټ شمیرنه:,د ورته والي سلنه:,تېروتنه: په سرچینه بکس کې هیڅ متن نشته!,د ژباړې لپاره، د سرچینې بکس کې متن ته اړتیا ده نو د هدف بکس کې متن د میچ لپاره ژباړل کیدی شي.,تیروتنه: ډیری کرکټرونه,د متن اوږدوالی چې تاسو یې هڅه کوئ د ژباړې محدودیت د 4500 کرکټر حد څخه لوړ کړئ.,سرچینه,هدف
Persian,fa,زبان را انتخاب کنید:,انتخاب کنید,ابزار مقایسه مقاله ویکی پدیا,مقایسه کردن,ابزار مقایسه را انتخاب کنید:,درصد شباهت را انتخاب کنید:,ترجمه کردن,پاک کردن,تعداد کلمه:,درصد شباهت:,خطا: بدون متن در جعبه منبع!,به منظور ترجمه ، متن در جعبه منبع مورد نیاز است تا متن موجود در جعبه هدف برای مطابقت با آن ترجمه شود.,خطا: شخصیت های زیادی,طول متنی که می خواهید ترجمه کنید بیش از حد شخصیت 4500 است.,منبع,هدف
Polish,pl,Wybierz język:,Wybierać,Narzędzie do porównywania artykułów w Wikipedii,Porównywać,Wybierz narzędzie porównawcze:,Wybierz procent podobieństwa:,Tłumaczyć,Jasne,Liczba słów:,Procent podobieństwa:,Błąd: brak tekstu w polu źródłowym!,"Aby przetłumaczyć, w polu źródłowym potrzebny jest tekst, aby tekst w polu docelowym można było przetłumaczyć do dopasowania.",Błąd: zbyt wiele znaków,"Długość tekstu, którą próbujesz przetłumaczyć, przekracza limit znaków 4500.",Źródło,Cel
Portuguese,pt,Selecione o idioma:,Selecione,Ferramenta de comparação de artigos da Wikipedia,Comparar,Selecione a ferramenta de comparação:,Selecione porcentagem de similaridade:,Traduzir,Clara(feminine),Contagem de palavras:,Porcentagem de similaridade:,Erro: nenhum texto na caixa de origem!,"Para se traduzir, é necessário o texto na caixa de origem para que o texto na caixa de destino possa ser traduzido para corresponder.",Erro: muitos caracteres,O comprimento do texto que você está tentando traduzir excede o limite do caractere de 4500.,Fonte,Alvo
Punjabi,pa,ਭਾਸ਼ਾ ਚੁਣੋ:,ਚੁਣੋ,ਵਿਕੀਪੀਡੀਆ ਆਰਟੀਕਲਿਟੀ ਟੂਲਸ ਤੁਲਨਾ ਟੂਲ,ਤੁਲਨਾ ਕਰੋ,ਤੁਲਨਾ ਟੂਲ ਚੁਣੋ:,ਸਮਾਨਤਾ ਪ੍ਰਤੀਸ਼ਤ ਦੀ ਚੋਣ ਕਰੋ:,ਅਨੁਵਾਦ,ਸਾਫ,ਸ਼ਬਦ ਗਿਣਤੀ:,ਸਮਾਨਤਾ ਪ੍ਰਤੀਸ਼ਤ:,ਗਲਤੀ: ਸਰੋਤ ਬਾਕਸ ਵਿੱਚ ਕੋਈ ਟੈਕਸਟ ਨਹੀਂ!,ਅਨੁਵਾਦ ਬਾਕਸ ਵਿੱਚ ਟੈਕਸਟ ਦੀ ਜਰੂਰਤ ਹੈ ਤਾਂ ਜੋ ਟੀਚੇ ਦੇ ਬਕਸੇ ਵਿੱਚ ਟੈਕਸਟ ਦਾ ਅਨੁਵਾਦ ਕਰਨ ਲਈ ਅਨੁਵਾਦ ਕੀਤਾ ਜਾ ਸਕੇ.,ਗਲਤੀ: ਬਹੁਤ ਸਾਰੇ ਅੱਖਰ,ਤੁਹਾਡੇ ਦੁਆਰਾ ਅਨੁਵਾਦ ਕਰਨ ਦੀ ਕੋਸ਼ਿਸ਼ ਕਰ ਰਹੇ ਪਾਠ ਦੀ ਲੰਬਾਈ 4500 ਦੀ ਕਿਰਦਾਰ ਸੀਮਾ ਤੋਂ ਵੱਧ ਗਈ ਹੈ.,ਸਰੋਤ,ਟੀਚਾ
Quechua,qu,Simi akllay:,Akllay,Wikipidiyamanta qillqasqa tupachiy yanapakuy .,Tupachiy,Tupanachiy yanapakuyta akllay:,rikch'akuy pachakmanta akllay:,Tikray,Pichay,Palabra yupay: .,rikch'akuy pachakmanta:,Pantasqa: ¡Mana qillqasqachu kanku pukyuta cajapi!,"Tikranapaqqa, qillqana maytupi qillqatam necesitakun, chaynapi chay cuadro de blanco nisqapi qillqasqata tupachinankupaq tikranankupaq.",Pantasqa: ancha achka qillqakuna .,T'ikrayta munasqayki qillqap suni kayninqa 4500 nisqap qillqap limite nisqamanta aswan hatunmi.,Qallariy,Chayana
Romanian,ro,Selecteaza limba:,Selectați,Instrument de comparare a articolului Wikipedia,Comparaţie,Selectați instrument de comparație:,Selectați procentul de similaritate:,Traduceți,clar,Număr de cuvinte:,Procent de similaritate:,Eroare: Fără text în caseta sursă!,"Pentru a traduce, textul este necesar în caseta sursă, astfel încât textul din caseta țintă să poată fi tradus pentru a se potrivi.",Eroare: Prea multe personaje,Lungimea textului pe care încercați să o traduceți depășește limita de caracter de 4500.,Sursă,Ţintă
Russian,ru,Выберите язык:,Выбирать,Инструмент сравнения статей в Википедии,Сравнивать,Выберите инструмент сравнения:,Выберите процент сходства:,Переводить,Прозрачный,Количество слов:,Процент сходства:,Ошибка: нет текста в исходном поле!,"Чтобы перевести, в исходном поле необходим текст, чтобы текст в целевом поле можно было перевести в соответствие.",Ошибка: слишком много символов,"Длина текста, который вы пытаетесь перевести, превышает предел символа 4500.",Источник,Цель
Samoan,sm,Filifili gagana:,Filifili,Wikipedia mataupu faatusatusaga meafaigaluega,Faatusatusa,Filifili faatusatusaga meafaigaluega:,Filifili le tutusa pasene:,Faaliliu,Kilia,Faitau le upu:,Sili atu le pasene:,Sese: Leai ni tusitusiga i le Pub Wart Box!,"Ina ia mafai ona faʻaliliu, e manaʻomia tusitusiga i totonu o le punavai pusa ina ia mafai ai ona faʻaliliu le tusitusiga i totonu o le pusa.",Sese: E tele naua uiga,O le umi o tusitusiga o loʻo e taumafai e faʻaliliu e sili atu le amio faʻatapulaʻa o le 4500.,Punavai,Sini
Sanskrit,sa,भाषां चिनोतु:,विचि,विकिपीडिया लेख तुलना उपकरण,तूल,तुलनासाधनं चिनोतु:,सादृश्य प्रतिशत का चयन करें:,अनुवदति,स्पष्टः,शब्दगणना : १.,सादृश्य प्रतिशत: 1 .,त्रुटि: स्रोतपेटिकायां कोऽपि पाठः नास्ति!,अनुवादार्थं स्रोतपेटिकायां पाठस्य आवश्यकता भवति येन लक्ष्यपेटिकायां पाठः मेलयितुम् अनुवादितुं शक्यते ।,त्रुटि: अत्यधिक वर्ण 1 .,भवता अनुवादयितुं प्रयतमानानां पाठस्य दीर्घता 4500 वर्णसीमाम् अतिक्रमयति ।,स्रोतः,लक्ष्य
Scots Gaelic,gd,Tagh Cànan:,Tagh,Inneal coimeas artaigil Wikipedia,Dèan coimeas,Tagh Inneal coimeas:,Tagh ceudad coltach ri chèile:,Eadar-theangachadh,Soilleir,Cunntas fhaclan:,Ceumannan aonim:,Mearachd: Gun teacsa ann am bogsa stòr!,"Gus eadar-theangachadh, tha feum air teacsa sa bhogsa stòr gus an urrainnear an teacsa sa bhogsa targaid eadar-theangachadh gu maids.",Mearachd: cus charactaran,Tha fad an teacsa a tha thu a 'feuchainn ri eadar-theangachadh a' dol thairis air a 'chrìoch caractar de 4500.,Stòr,Targaid
Sepedi,nso,Kgetha Polelo: .,Kgetha,Sedirišwa sa go bapetša sehlogo sa Wikipedia .,Bapetša,Kgetha sedirišwa sa go bapetša:,Kgetha Peresente ya go swana:,Fetolela,Tloša,Palo ya Mantšu: .,Peresente ya go swana: .,Phošo: Ga go na sengwalwa ka lepokising la mothopo!,"Gore go fetolwe, sengwalwa se a nyakega ka lepokising la mothopo gore sengwalwa ka lepokising la nepišo se kgone go fetolelwa go swana.",Phošo: Baanegwa ba bantši kudu .,Bolelele bja sengwalwa seo o lekago go se fetolela bo feta moedi wa semelo wa 4500.,Mothopo,Tebanyo
Serbian,sr,Изаберите језик:,Одабрати,Алат за поређење чланака Википедије,Упоредити,Изаберите Алат за поређење:,Изаберите проценат сличности:,превести,Јасно,Број речи:,Проценат сличности:,Грешка: Нема текста у изворном пољу!,"Да би се преводио, потребан је текст у изворном оквиру тако да се текст у циљаној кутији може превести на подударање.",Грешка: Превише ликова,Дужина текста који покушавате да преведете прелази ограничење знака од 4500.,Извор,Мета
Sesotho,st,Khetha Puo:,Khetha,WIKEDIA SIRELEG,Bapisa,KHETHA MOTLATSI,Romella liperesente tse tšoanang:,Translate,Hlakisa,Palo ea mantsoe:,Liperesente tse tšoanang:,Phoso: Ha ho na mongolo lebokoseng la mohloli!,"Bakeng sa ho fetolela, mongolo oa hlokahala ka lebokoseng la mohloli e le hore temana e lebokoseng la sepheo e ka fetoleloa ho tsamaisana.",Phoso: Litlhaku tse ngata haholo,Bolelele ba sengoloa boo u lekang ho fetolela ho feta moeli oa sebapali sa 4500.,Mohloli,Sepheo
Shona,sn,Sarudza Mutauro:,Sarudza,Wikipedia Chinyorwa Mukuenzanisa Tool,Enzanisa,Sarudza Ongorora Chishandiso:,Sarudza kufanana muzana.,Dudziro,Bvisa,Izwi Kuverenga:,Kufanana kwePeresenti:,Kukanganisa: Hakuna mavara muRource Bhokisi!,"Kuti tidudzire, zvinyorwa zvinodiwa muBhokisi Rinobva kuitira kuti zvinyorwa mubhokisi redare zvinogona kushandurwa kuti chienderane.",Kukanganisa: Akawandisa mavara,Kureba kwemavara iwe urikuedza kududzira kunodarika hunhu hwe4500.,Kunobva,Chinangwa
Sindhi,sd,ٻولي چونڊيو:,SU اڻ,وڪيپيڊيا مضمون جو مقابلو اوزار,مقابلو ڪرڻ,منتخب ڪريو موازنہ اوزار:,هڪجهڙائي جو سيڪڙو چونڊيو:,ترجمو,صاف طاقت,لفظ ڳڻپ:,مماثلت جو سيڪڙو:,نقص: ذريعو باڪس ۾ ڪوبه متن!,ترجمو ڪرڻ لاء متن جي دٻي ۾ متن جي ضرورت آهي ته جيئن ته ٽارگيٽ باڪس ۾ متن ترجمو ڪري سگهجي ٿو.,نقص: تمام گھڻا ڪردار,متن جي ڊيگهه توهان ترجمو ڪرڻ جي ڪوشش ڪري رهيا آهيو 4500 جي ڪردار جي حد کان وڌي ٿو.,ذريعو,نشاني ڪر
Sinhala,si,භාෂාව තෝරන්න:,තෝරන්න,විකිපීඩියා ලිපි සංසන්දනාත්මක මෙවලම,සසඳන්න,සංසන්දනාත්මක මෙවලම තෝරන්න:,සමානතා ප්රතිශතය තෝරන්න:,පරිවර්තනය,පැහැදිලිව,වචන ගණන:,සමානතා ප්රතිශතය:,දෝෂය: ප්රභව කොටුවේ පෙළක් නැත!,"පරිවර්තනය කිරීම සඳහා, මූලාශ්ර කොටුවේ පෙළ අවශ්ය වේ, එවිට ඉලක්ක කොටුවේ ඇති පෙළ ගැලපීම සඳහා පරිවර්තනය කළ හැකිය.",දෝෂය: අක්ෂර ඕනෑවට වඩා,ඔබ පරිවර්තනය කිරීමට උත්සාහ කරන පෙළෙහි දිග 4500 ඉක්මවයි.,මූලාශ්රය,ඉලක්කය
Slovak,sk,Zvoľ jazyk:,Vybraný,Porovnanie článku Wikipedia,Porovnať,Vyberte porovnávací nástroj:,Vyberte percento podobnosti:,Preložiť,jasný,Počet slov:,Percento podobnosti:,Chyba: Žiadny text v zdrojovom políčku!,"Na preklad je v zdrojovom políčku potrebný text, takže text v cieľovom políčku je možné preložiť tak, aby sa zhodoval.",Chyba: Príliš veľa znakov,"Dĺžka textu, ktorý sa snažíte preložiť, prekračuje limit znakov 4500.",Zdroj,Cieľ
Slovenian,sl,Izberi jezik:,Izberite,Orodje za primerjavo članka Wikipedije,Primerjaj,Izberite Primerjalno orodje:,Izberite Odstotek podobnosti:,Prevesti,Jasno,Število besed:,Odstotek podobnosti:,Napaka: Brez besedila v izvornem polju!,"Za prevajanje je v izvornem polju potrebno besedilo, tako da se besedilo v ciljnem polju lahko prevede na ujemanje.",Napaka: preveč znakov,"Dolžina besedila, ki ga poskušate prevesti, presega mejo znakov 4500.",Vir,Cilj
Somali,so,Xulo Luqadda:,Doorasho,Qalabka isbarbardhiga Wikipedia,Is barbar dhigid,Xulo Qalabka Isbarbardhiga:,Xulo boqolkiiba cunitaanka:,Tarjumid,Waadixin ah,Ereyga tirinta:,Boqolkiiba culayska:,Cilad: Qoraal ma leh sanduuqa isha!,"Si loo tarjunto, qoraalka ayaa looga baahan yahay sanduuqa isha si qoraalka sanduuqa bartilmaameedka loo tarjumi karo si loogu dhigo.",Cilad: Xarfaha aad u badan,Dhererka qoraalka ee aad iskudayeyso inaad turjunto ayaa ka sarreysa xadka dabeecadda ee 4500.,Asal,Bar shiish
Spanish,es,Seleccione el idioma:,Seleccionar,Herramienta de comparación de artículos de Wikipedia,Comparar,Seleccione la herramienta de comparación:,Seleccionar porcentaje de similitud:,Traducir,Clara(feminine),El recuento de palabras:,Porcentaje de similitud:,Error: ¡No hay texto en el cuadro fuente!,"Para traducirse, se necesita texto en el cuadro de origen para que el texto en el cuadro de destino pueda traducirse para que coincida.",Error: demasiados caracteres,La longitud del texto que está tratando de traducir excede el límite de caracteres de 4500.,Fuente,Objetivo
Sundanese,su,Pilih Basa:,Milih,ArikipedaSedia ngabandingkeun alat,Ngabandingkeun,Pilih Alat Bandingkeun:,Pilih persentase kasar:,Narjamahkeun,Jelas,Countes kecap:,Persentase kamiripan:,Lepat: Henteu aya téks dina kotak sumber!,"Supados narjamahkeun, téks diperyogikeun dina kotak sumber supados téks dina kotak udagan tiasa ditarjamahkeun kanggo cocog.",Lepat: seueur teuing karakter,Panjang téks anu anjeun nyobian narjamahkeun ngaleuwihan wates karakter 4500.,Sumber,Tujuan
Swahili,sw,Chagua lugha:,Chagua,Chombo cha kulinganisha cha Wikipedia,Linganisha,Chagua Chombo cha Kulinganisha:,Chagua asilimia ya kufanana:,Tafsiri,Wazi,Hesabu ya Neno:,Asilimia ya kufanana:,Kosa: Hakuna maandishi kwenye sanduku la chanzo!,"Ili kutafsiri, maandishi yanahitajika kwenye sanduku la chanzo ili maandishi kwenye sanduku la lengo liweze kutafsiriwa ili kufanana.",Kosa: Wahusika wengi sana,Urefu wa maandishi unayojaribu kutafsiri inazidi kikomo cha tabia ya 4500.,Chanzo,Lengo
Swedish,sv,Välj språk:,Välj,Wikipedia artikeljämförelseverktyg,Jämföra,Välj jämförelseverktyg:,Välj likhetsprocent:,Översätt,Klar,Antal ord:,Likhetsprocent:,Fel: Ingen text i källrutan!,För att översätta behövs text i källrutan så att texten i målrutan kan översättas till matchning.,Fel: För många tecken,Längden på text du försöker översätta överskrider karaktärsgränsen på 4500.,Källa,Mål
Tajik,tg,Интихоб кунед Забон:,Интихоб кардан,Википедиа Википедиа,Мущоиса кардан,Воситаи муқоисаро интихоб кунед:,Фоизи шабеҳро интихоб кунед:,Тарҷума кардан,Равшан,Ҷузъи калима:,Фоизи шабеҳ:,Хато: матн дар қуттии манбаъ!,"Барои тарҷумаи тарҷума, матн дар қуттии манбаъ лозим аст, то матн дар қуттии ҳадаф метавонад ба мувофиқа расад.",Хато: Аломатҳои зиёд,Дарозии матн Шумо кӯшиши тарҷумаи шумо аз маҳдудияти аломати 4500 зиёд аст.,Сарчашма,Мащсад
Tamil,ta,மொழியை தேர்ந்தெடுங்கள்:,தேர்ந்தெடுக்கவும்,விக்கிபீடியா கட்டுரை ஒப்பீட்டு கருவி,ஒப்பிடுக,ஒப்பீட்டு கருவியைத் தேர்ந்தெடுக்கவும்:,ஒற்றுமை சதவீதத்தைத் தேர்ந்தெடுக்கவும்:,மொழிபெயர்,தெளிவான,சொல் எண்ணிக்கை:,ஒற்றுமை சதவீதம்:,பிழை: மூல பெட்டியில் உரை இல்லை!,"மொழிபெயர்க்க, மூல பெட்டியில் உரை தேவைப்படுகிறது, இதனால் இலக்கு பெட்டியில் உள்ள உரையை பொருத்தமாக மொழிபெயர்க்கலாம்.",பிழை: பல எழுத்துக்கள்,நீங்கள் மொழிபெயர்க்க முயற்சிக்கும் உரையின் நீளம் 4500 இன் எழுத்து வரம்பை மீறுகிறது.,ஆதாரம்,இலக்கு
Tatar,tt,Телне сайлагыз:,Сайлагыз,Википедия мәкаләсе Чагыштыру коралы,Чагыштырыгыз,Чагыштыру коралын сайлагыз:,Охшашлык процентын сайлагыз:,Тәрҗемә итү,Чиста,Сүз саны:,Охшашлык проценты:,Хата: чыганак тартмасына текст юк!,"Тәрҗемә итү өчен, чыганак тартмада текст кирәк, шуңа күрә максатлы тартмадагы текст матчы өчен тәрҗемә ителергә мөмкин.",Хата: бик күп персонажлар,Тәрҗемә итәргә тырышкан текстның озынлыгы 4500 символ лимитыннан артып китә.,Чыганак,Максат
Telugu,te,భాషను ఎంచుకోండి:,ఎంచుకోండి,వికీపీడియా ఆర్టికల్ పోలిక సాధనం,సరిపోల్చండి,పోలిక సాధనాన్ని ఎంచుకోండి:,సారూప్యత శాతాన్ని ఎంచుకోండి:,అనువాదం,క్లియర్,పదాల లెక్క:,సారూప్యత శాతం:,లోపం: సోర్స్ బాక్స్‌లో టెక్స్ట్ లేదు!,"అనువదించడానికి, సోర్స్ బాక్స్‌లో టెక్స్ట్ అవసరం, తద్వారా టార్గెట్ బాక్స్‌లోని వచనాన్ని సరిపోల్చడానికి అనువదించవచ్చు.",లోపం: చాలా అక్షరాలు,మీరు అనువదించడానికి ప్రయత్నిస్తున్న వచనం యొక్క పొడవు 4500 అక్షర పరిమితిని మించిపోయింది.,మూలం,లక్ష్యం
Thai,th,เลือกภาษา:,เลือก,เครื่องมือเปรียบเทียบบทความ Wikipedia,เปรียบเทียบ,เลือกเครื่องมือเปรียบเทียบ:,เลือกเปอร์เซ็นต์ความคล้ายคลึงกัน:,แปลภาษา,ชัดเจน,การนับจำนวนคำ:,เปอร์เซ็นต์ความคล้ายคลึงกัน:,ข้อผิดพลาด: ไม่มีข้อความในกล่องต้นทาง!,ในการแปลจำเป็นต้องมีข้อความในกล่องต้นทางเพื่อให้ข้อความในกล่องเป้าหมายสามารถแปลให้ตรงกัน,ข้อผิดพลาด: อักขระมากเกินไป,"ความยาวของข้อความที่คุณพยายามแปลเกินขีด จำกัด ของตัวละคร 4,500",แหล่งที่มา,เป้า
Tigrinya,ti,ቋንቋ ምረጽ፤,ምረፅ,ዊኪፒዲያ ጽሑፍ ምውድዳር መሳርሒ,ኣወዳደረ,መነጻጸሪ መሳርሒ ምረጽ፤,ናይ ተመሳሳልነት ሚእታዊት ምረጽ፤,ምትርጓም,ንፁር,ቁጽሪ ቃላት:,ናይ ተመሳሳልነት ሚእታዊት፤,ጌጋ: ኣብ ምንጪ ሳጹን ጽሑፍ የለን!,ንምትርጓም፡ ኣብቲ ናይ ዕላማ ሳጹን ዘሎ ጽሑፍ ክሳብ ዝሰማማዕ ክትርጎም ምእንቲ፡ ኣብቲ ምንጪ ሳጹን ጽሑፍ የድሊ።,ጌጋ፡ ብዙሓት ፊደላት ኣዝዮም ብዙሓት,ክትትርጉሞ እትፍትን ዘለኻ ንውሓት ጽሑፍ ካብቲ ናይ 4500 ናይ ገጸ ባህሪ ደረት ንላዕሊ እዩ።,ፍልፍል,ዒላማ
Tsonga,ts,Hlawula ririmi:,Hlawula,Xitirhisiwa xo pimanisa swihloko swa Wikipedia .,Fananisa,Hlawula Xitirhisiwa xo pimanisa:,Hlawula phesente ya ku fana:,Hundzuluxa,Rivaleni,Nhlayo ya marito:,Tiphesente ta ku fana:,Xihoxo: A ku na tsalwa eka bokisi ra xihlovo!,"Leswaku ku hundzuluxiwa, tsalwa ra laveka eka bokisi ra xihlovo leswaku tsalwa leri nga eka bokisi leri kongomisiweke ri ta hundzuluxiwa leswaku ri fambisana.",Xihoxo: Swihlawulekisi swo tala ngopfu .,Ku leha ka tsalwa leri u ringetaka ku ri hundzuluxela ku tlula mpimo wa swimunhuhatwa wa 4500.,Xihlovo,Xikongomelo
Turkish,tr,Dil Seçin:,Seçme,Wikipedia makale karşılaştırma aracı,Karşılaştırmak,Karşılaştırma aracını seçin:,Benzerlik yüzdesini seçin:,Çevirmek,Temizlemek,Sözcük sayısı:,Benzerlik yüzdesi:,Hata: Kaynak kutusunda metin yok!,"Tercüme etmek için, hedef kutudaki metin eşleşecek şekilde çevrilebilmesi için kaynak kutusunda metin gereklidir.",Hata: Çok fazla karakter,Çevirmeye çalıştığınız metnin uzunluğu 4500 karakter sınırını aşar.,Kaynak,Hedef
Turkmen,tk,Dil saýlaň:,Saýlaň,Wikipediýa makalaty gurallary,Deňeşdiriň,Deňeşdiriş guralyny saýlaň:,Meňzeşlik göterimi saýlaň:,Terjime et,Düşnükli,Söz san,Meňzeşlik göterimi:,Roralňyşlyk: Çeşme gutusynda tekst ýok!,"Terjime etmek üçin, maksat gutusynyň gabat gelýän tekst gutusynda tekst gutusynda tekst girizilýär.",Roralňyşlyk: gaty köp nyşan,Terjime etjek bolýan tekstiň uzynlygy 4500-den ýokarydyr.,Çeşme,Nyşana
Twi,ak,Paw kasa:,Yi ho,Wikipedia asɛm no ho ntotoho adwinnade .,Fa toto ho,Paw Ntotoho Adwinnade:,Paw nsɛso ɔha biara mu nkyem 100:,Kyerɛ aseɛ,Wann,Asɛmfua dodow:,Nsɛsoɔ ɔha biara mu nkyekyɛmu:,Mfomso: Nsɛm biara nni source box mu!,"Sɛnea ɛbɛyɛ a wɔbɛkyerɛ ase no, nsɛm ho hia wɔ source box no mu sɛnea ɛbɛyɛ a wobetumi akyerɛ nsɛm a ɛwɔ target box no mu ase ma ɛne no ahyia.",Mfomso: Nkyerɛwde pii dodo .,Nkyerɛwee no tenten a worebɔ mmɔden sɛ wobɛkyerɛ ase no boro nkyerɛwde anohyeto a ɛyɛ 4500 no so.,Farebae,Deɛ ani si so
Ukrainian,uk,Оберіть мову:,Обраний,Інструмент порівняння статті Вікіпедії,Порівнювати,Виберіть інструмент порівняння:,Виберіть відсоток подібності:,Перекладати,Чіткий,Підрахунок слів:,Відсоток подібності:,Помилка: Немає тексту у вікні джерела!,"Для перекладу потрібен текст у вікні джерела, щоб текст у цільовому полі могло бути перекладено на відповідність.",Помилка: Занадто багато символів,"Довжина тексту, який ви намагаєтесь перекласти, перевищує межу символу 4500.",Джерело,Цільовий
Urdu,ur,زبان منتخب کریں:,منتخب کریں,ویکیپیڈیا آرٹیکل موازنہ کا آلہ,موازنہ کریں,موازنہ کے آلے کو منتخب کریں:,مماثلت کا فیصد منتخب کریں:,ترجمہ کریں,صاف,الفاظ کی گنتی:,مماثلت فیصد:,خرابی: ماخذ باکس میں کوئی متن نہیں!,ترجمہ کرنے کے لئے ، ماخذ باکس میں متن کی ضرورت ہے تاکہ ٹارگٹ باکس میں موجود متن کو میچ کرنے کے لئے ترجمہ کیا جاسکے۔,غلطی: بہت سارے کردار,متن کی لمبائی جس کی آپ ترجمہ کرنے کی کوشش کر رہے ہیں وہ 4500 کے کردار کی حد سے تجاوز کرتا ہے۔,ذریعہ,ہدف
Uyghur,ug,تىل تاللاڭ:,تاللاڭ,ۋىكىپېدىيە ماقالىسى سېلىشتۇرما قورال,سېلىشتۇرۇش,سېلىشتۇرۇش قورالىنى تاللاڭ:,ئوخشاشلىق نىسبىتىنى تاللاڭ:,تەرجىمە,ئېنىق,سۆز سانى:,ئوخشاشلىق نىسبىتى:,خاتالىق: مەنبە ساندۇقتا تېكىست يوق!,"تەرجىمە قىلىش ئۈچۈن, ساندۇقتا تېكىستنىڭ لازىملىقى ئۈچۈن, نىشان رامكىسىدىكى تېكىست ماس ھالدا تەرجىمە قىلىشقا بولىدۇ.",خاتالىق: بەك كۆپ ھەرپ,سىز تەرجىمە قىلماقچى بولغان تېكىستنىڭ ئۇزۇنلۇقى 4500 دىن ئېشىپ كەتتى.,مەنبە,نىشان
Uzbek,uz,Tilni tanlang:,Tanlamoq,Vikipediya moddasi,Solishtirmoq,Taqoratlarni tanlang:,Shunga o'xshash foizni tanlang:,Tarjima qilmoq,Aniq,So'zlar soni:,O'xshashlik foizi:,Xato: manba qutisida matn yo'q!,"Tarjima qilish uchun, matn qutisiga mos keladigan matnni moslashtirish uchun tarjima qilinishi mumkin.",Xato: juda ko'p belgilar,Siz 4500 belgi chegarasidan oshib ketmoqchi bo'lgan matnning uzunligi.,Manba,Maqsad
Vietnamese,vi,Chọn ngôn ngữ:,Lựa chọn,Công cụ so sánh bài viết Wikipedia,So sánh,Chọn Công cụ so sánh:,Chọn Tỷ lệ phần trăm tương tự:,Dịch,Thông thoáng,Số từ:,Tỷ lệ tương tự:,Lỗi: Không có văn bản trong hộp nguồn!,"Để dịch, văn bản là cần thiết trong hộp nguồn để văn bản trong hộp đích có thể được dịch để khớp.",Lỗi: Quá nhiều ký tự,Độ dài của văn bản bạn đang cố gắng dịch vượt quá giới hạn ký tự là 4500.,Nguồn,Mục tiêu
Welsh,cy,Dewiswch Iaith:,Ddetholem,Offeryn Cymharu Erthygl Wikipedia,Chymharer,Dewiswch Offeryn Cymharu:,Dewiswch Ganran Tebygrwydd:,Gyfieithith,Gliria ’,Cyfrif geiriau:,Canran Tebygrwydd:,Gwall: Dim testun yn y blwch ffynhonnell!,"Er mwyn cyfieithu, mae angen testun yn y blwch ffynhonnell fel y gellir cyfieithu'r testun yn y blwch targed i gyd -fynd.",Gwall: gormod o gymeriadau,Mae hyd y testun rydych chi'n ceisio ei gyfieithu yn fwy na'r terfyn cymeriad o 4500.,Ffynhonnell,Targedon
